Championship Year,Country,Serie,Date,Time,Home Team,Away Team,Full Time Home Team Goals,Full Time Away Team Goals,Full Time Result,Half Time Home Team Goals,Half Time Away Team Goals,Half Time Result,Home Team Shots,Away Team Shots,Home Team Shots on Target,Away Team Shots on Target,Home Team Fouls Committed,Away Team Fouls Committed,Home Team Corners,Away Team Corners,Home Team Yellow Cards,Away Team Yellow Cards,Home Team Red Cards,Away Team Red Cards,Market maximum home win odds,Market maximum draw win odds,Market maximum away win odds,Market average home win odds,Market average draw win odds,Market average away win odds,Market maximum over 2.5 goals,Market maximum under 2.5 goals,Market average over 2.5 goals,Market average under 2.5 goals
2021/2022,Italy,B,14/04/2022,19:00,Cosenza,Benevento,1,0,Home,0,0,D,7,16,3,5,14,11,3,4,1,1,0,0,5.12,3.7,1.84,4.56,3.43,1.8,2.05,1.86,1.97,1.8
2021/2022,Italy,B,18/04/2022,11:30,Spal,Crotone,1,1,Draw,0,1,A,22,15,6,6,16,12,6,5,2,1,0,0,2.02,3.6,4.1,1.96,3.35,3.82,2.08,1.83,2.01,1.76
2021/2022,Italy,B,18/04/2022,14:00,Cremonese,Cosenza,3,1,Home,3,1,H,14,9,6,4,15,23,5,4,2,4,0,0,1.5,4.4,8.71,1.45,4.16,7.22,1.97,1.93,1.89,1.87
2021/2022,Italy,B,18/04/2022,14:00,Pordenone,Benevento,1,4,Away,0,2,A,10,18,4,7,11,13,1,3,3,1,0,0,6.32,3.9,1.7,5.35,3.56,1.67,2.08,1.89,1.96,1.81
2021/2022,Italy,B,18/04/2022,14:00,Reggina,Lecce,1,0,Home,1,0,H,9,13,3,0,23,17,1,2,5,1,0,0,7,3.84,1.69,6.12,3.57,1.6,2.26,1.72,2.18,1.65
2021/2022,Italy,B,18/04/2022,14:00,Vicenza,Perugia,1,2,Away,1,1,D,11,2,5,2,17,25,6,3,3,3,0,0,3.09,3.27,2.63,2.92,3,2.53,2.46,1.63,2.36,1.56
2021/2022,Italy,B,18/04/2022,17:00,Cittadella,Alessandria,1,2,Away,0,2,A,15,13,4,4,20,14,3,3,3,5,0,1,2.1,3.4,4.04,2.02,3.24,3.74,2.31,1.69,2.22,1.63
2021/2022,Italy,B,18/04/2022,17:00,Parma,Ascoli,0,1,Away,0,1,A,12,13,1,4,13,16,11,2,4,2,0,0,2.15,3.48,3.9,2.06,3.26,3.59,2.16,1.79,2.09,1.7
2021/2022,Italy,B,18/04/2022,17:00,Pisa,Como,3,1,Home,1,0,H,18,15,6,5,12,11,6,7,3,1,0,0,1.69,3.98,6,1.62,3.73,5.41,2.06,1.86,1.97,1.79
2021/2022,Italy,B,18/04/2022,17:00,Ternana,Frosinone,4,4,Draw,2,2,D,12,17,3,4,10,13,6,8,2,4,0,0,2.88,3.51,2.8,2.72,3.19,2.58,2.08,1.87,1.97,1.8
2021/2022,Italy,B,18/04/2022,19:30,Monza,Brescia,1,1,Draw,0,0,D,16,21,4,5,6,8,7,5,2,1,0,0,2.23,3.49,3.68,2.16,3.21,3.37,2.12,1.82,2.03,1.75
2021/2022,Italy,B,25/04/2022,11:30,Ascoli,Cittadella,0,0,Draw,0,0,D,19,14,5,4,16,20,4,7,1,5,0,0,2.01,3.43,4.35,1.93,3.31,4.03,2.26,1.72,2.17,1.66
2021/2022,Italy,B,25/04/2022,14:00,Alessandria,Reggina,0,0,Draw,0,0,D,12,5,1,1,21,15,3,5,1,3,0,0,1.83,3.49,5.17,1.78,3.36,4.77,2.45,1.7,2.3,1.59
2021/2022,Italy,B,25/04/2022,14:00,Cosenza,Pordenone,3,1,Home,2,1,H,12,16,7,4,14,12,4,5,2,2,0,0,1.59,4,7.71,1.53,3.8,6.6,2.21,1.76,2.14,1.67
2021/2022,Italy,B,25/04/2022,14:00,Crotone,Cremonese,3,1,Home,3,0,H,12,14,4,6,13,6,2,2,2,1,0,0,5,3.74,1.81,4.52,3.59,1.76,2.03,1.9,1.94,1.83
2021/2022,Italy,B,25/04/2022,14:00,Frosinone,Monza,4,1,Home,2,1,H,16,10,8,3,19,9,4,3,3,2,0,0,2.8,3.34,2.89,2.65,3.08,2.73,2.23,1.78,2.09,1.71
2021/2022,Italy,B,25/04/2022,14:00,Lecce,Pisa,2,0,Home,1,0,H,21,9,6,2,25,21,5,2,3,3,0,0,1.9,3.64,4.9,1.84,3.33,4.43,2.12,1.8,2.06,1.74
2021/2022,Italy,B,25/04/2022,17:00,Benevento,Ternana,1,2,Away,1,0,H,21,20,5,10,12,7,12,4,2,1,0,0,1.61,4.2,6.45,1.56,4.01,5.6,1.81,2.12,1.74,2.05
2021/2022,Italy,B,25/04/2022,17:00,Brescia,Spal,1,1,Draw,0,0,D,12,12,3,2,14,14,7,6,3,4,0,0,1.68,3.94,6.25,1.61,3.7,5.56,2.03,1.91,1.95,1.81
2021/2022,Italy,B,25/04/2022,17:00,Como,Vicenza,0,2,Away,0,1,A,14,14,6,7,13,11,4,10,0,3,0,0,3.43,3.53,2.3,3.19,3.3,2.2,2.12,1.88,2.01,1.77
2021/2022,Italy,B,25/04/2022,19:30,Perugia,Parma,2,1,Home,2,0,H,13,22,4,7,22,13,2,9,4,3,0,0,2.01,3.4,4.69,1.94,3.25,4.09,2.38,1.65,2.29,1.59
2021/2022,Italy,B,30/04/2022,13:00,Cittadella,Brescia,1,0,Home,0,0,D,7,17,4,4,17,10,4,8,3,1,0,0,4.4,3.52,1.97,4.03,3.35,1.93,2.21,1.78,2.11,1.7
2021/2022,Italy,B,30/04/2022,13:00,Cremonese,Ascoli,0,1,Away,0,0,D,10,11,2,2,9,15,7,3,3,4,0,0,1.87,3.78,4.52,1.81,3.57,4.26,2.06,1.85,1.99,1.79
2021/2022,Italy,B,30/04/2022,13:00,Monza,Benevento,3,0,Home,0,0,D,19,12,9,2,19,14,8,2,2,5,0,0,2.06,3.6,4.05,2.01,3.38,3.65,1.96,1.95,1.88,1.89
2021/2022,Italy,B,30/04/2022,13:00,Parma,Alessandria,2,2,Draw,1,1,D,10,8,4,4,12,14,6,7,2,5,1,0,2.2,3.6,3.73,2.06,3.41,3.49,2.01,1.9,1.94,1.84
2021/2022,Italy,B,30/04/2022,13:00,Pisa,Cosenza,1,1,Draw,1,0,H,15,11,2,4,14,9,5,5,4,2,0,0,1.56,4.26,7.5,1.52,4.04,6.25,2.02,1.91,1.93,1.84
2021/2022,Italy,B,30/04/2022,13:00,Pordenone,Crotone,3,3,Draw,0,1,A,19,17,8,7,10,10,3,5,2,1,0,0,3.25,3.5,2.33,3.11,3.31,2.25,1.96,1.97,1.89,1.88
2021/2022,Italy,B,30/04/2022,13:00,Spal,Frosinone,3,0,Home,2,0,H,13,9,5,5,18,15,4,5,3,4,0,1,2.86,3.51,2.85,2.68,3.1,2.7,2.07,1.9,1.98,1.8
2021/2022,Italy,B,30/04/2022,13:00,Ternana,Perugia,1,0,Home,1,0,H,15,11,7,3,16,20,4,2,4,2,0,0,2.7,3.48,2.78,2.62,3.21,2.67,2.02,1.95,1.9,1.88
2021/2022,Italy,B,30/04/2022,13:00,Vicenza,Lecce,2,1,Home,0,0,D,10,14,4,5,13,11,6,7,1,4,0,0,5.13,3.71,1.81,4.67,3.52,1.75,1.97,1.95,1.9,1.87
2021/2022,Italy,B,30/04/2022,15:15,Reggina,Como,1,4,Away,0,2,A,16,14,6,6,15,15,4,7,2,0,0,0,2.23,3.5,3.5,2.17,3.31,3.28,2.04,1.91,1.95,1.82
2021/2022,Italy,B,06/05/2022,17:15,Crotone,Parma,0,1,Away,0,1,A,10,4,3,2,18,15,6,6,0,3,0,0,2.6,3.58,2.82,2.5,3.36,2.71,1.91,2.09,1.8,1.99
2021/2022,Italy,B,06/05/2022,19:30,Alessandria,Vicenza,0,1,Away,0,1,A,14,6,4,1,8,24,4,3,3,3,1,0,2.38,3.48,3.27,2.31,3.26,3.08,1.98,1.94,1.91,1.87
2021/2022,Italy,B,06/05/2022,19:30,Ascoli,Ternana,4,1,Home,2,0,H,18,11,6,4,9,15,2,9,1,1,0,0,1.77,4.1,4.8,1.74,3.84,4.38,1.66,2.35,1.62,2.25
2021/2022,Italy,B,06/05/2022,19:30,Benevento,Spal,1,2,Away,0,1,A,30,18,9,6,8,11,12,8,1,3,0,0,1.6,4.45,6,1.56,4.16,5.34,1.7,2.45,1.58,2.32
2021/2022,Italy,B,06/05/2022,19:30,Brescia,Reggina,3,0,Home,1,0,H,30,3,9,1,14,9,13,2,0,2,0,0,1.27,6.52,18,1.22,5.97,12.88,1.8,2.33,1.62,2.24
2021/2022,Italy,B,06/05/2022,19:30,Como,Cremonese,1,2,Away,0,1,A,14,13,3,3,11,18,5,6,3,1,0,0,6,4.44,1.63,5.26,4.15,1.58,1.65,2.46,1.57,2.33
2021/2022,Italy,B,06/05/2022,19:30,Cosenza,Cittadella,1,0,Home,0,0,D,11,8,4,2,4,10,4,3,1,2,0,0,1.94,3.6,4.5,1.87,3.43,4.14,2.13,1.8,2.06,1.74
2021/2022,Italy,B,06/05/2022,19:30,Frosinone,Pisa,1,2,Away,0,2,A,14,6,1,3,14,17,6,3,4,3,0,0,2.17,3.5,3.74,2.1,3.3,3.49,2.03,1.92,1.96,1.82
2021/2022,Italy,B,06/05/2022,19:30,Lecce,Pordenone,1,0,Home,0,0,D,24,2,7,0,12,6,7,1,3,0,0,0,1.18,7.9,21,1.16,7.28,15.9,1.51,2.66,1.49,2.52
2021/2022,Italy,B,06/05/2022,19:30,Perugia,Monza,1,0,Home,0,0,D,21,20,7,7,15,15,10,5,3,3,0,0,4.33,3.88,1.9,3.94,3.66,1.85,1.92,2.02,1.84,1.93
2020/2021,Italy,A,19/09/2020,17:00,Fiorentina,Torino,1,0,Home,0,0,D,17,6,8,3,17,20,4,1,3,1,0,0,1.94,3.85,4.6,1.87,3.69,4.13,1.9,2.1,1.81,2.02
2020/2021,Italy,A,19/09/2020,19:45,Verona,Roma,0,0,Draw,0,0,D,9,15,7,7,19,20,0,6,2,0,0,0,4,3.81,2.08,3.82,3.65,1.96,1.87,2.13,1.79,2.03
2020/2021,Italy,A,20/09/2020,11:30,Parma,Napoli,0,2,Away,0,0,D,4,12,2,7,16,12,4,2,4,1,0,0,5.8,4.52,1.67,5.13,4.16,1.63,1.68,2.39,1.62,2.29
2020/2021,Italy,A,20/09/2020,14:00,Genoa,Crotone,4,1,Home,3,1,H,10,11,8,5,13,14,6,4,4,2,0,0,1.98,3.8,4.35,1.91,3.59,4.03,2,1.99,1.91,1.89
2020/2021,Italy,A,20/09/2020,17:00,Sassuolo,Cagliari,1,1,Draw,0,0,D,21,8,10,4,9,18,7,3,1,3,0,0,2,3.98,3.98,1.95,3.8,3.67,1.67,2.49,1.59,2.36
2020/2021,Italy,A,20/09/2020,19:45,Juventus,Sampdoria,3,0,Home,1,0,H,14,10,9,2,15,9,6,4,1,1,0,0,1.32,6.25,12.25,1.28,5.86,10.22,1.63,2.58,1.55,2.45
2020/2021,Italy,A,21/09/2020,19:45,Milan,Bologna,2,0,Home,1,0,H,14,6,6,5,13,17,7,4,3,5,0,1,1.63,4.6,6,1.58,4.31,5.48,1.66,2.5,1.59,2.36
2020/2021,Italy,A,26/09/2020,14:00,Torino,Atalanta,2,4,Away,2,3,A,5,12,5,7,11,12,2,6,1,2,0,0,5.25,4.6,1.76,4.84,4.25,1.65,1.59,2.55,1.56,2.41
2020/2021,Italy,A,26/09/2020,17:00,Cagliari,Lazio,0,2,Away,0,1,A,9,9,3,7,8,13,3,6,1,1,0,0,5.25,4.2,1.76,4.87,4.01,1.68,1.7,2.37,1.65,2.23
2020/2021,Italy,A,26/09/2020,17:00,Sampdoria,Benevento,2,3,Away,2,1,H,5,11,4,6,17,12,6,4,3,1,0,0,2.08,3.65,3.92,2.02,3.52,3.69,1.89,2.07,1.81,1.99
2020/2021,Italy,A,26/09/2020,19:45,Inter,Fiorentina,4,3,Home,1,1,D,12,8,6,4,15,10,5,1,1,1,0,0,1.6,4.7,6.55,1.55,4.27,5.92,1.73,2.35,1.66,2.22
2020/2021,Italy,A,27/09/2020,11:30,Spezia,Sassuolo,1,4,Away,1,1,D,11,10,6,8,13,8,3,5,2,1,0,0,5.25,4.1,1.75,4.82,3.94,1.7,1.78,2.23,1.72,2.12
2020/2021,Italy,A,27/09/2020,14:00,Napoli,Genoa,6,0,Home,1,0,H,18,3,11,1,6,13,4,2,1,2,0,0,1.33,6,11.25,1.3,5.57,9.83,1.61,2.52,1.56,2.41
2020/2021,Italy,A,27/09/2020,14:00,Verona,Udinese,1,0,Home,0,0,D,8,14,2,6,13,13,1,9,1,0,0,0,2.85,3.2,2.88,2.74,3.08,2.76,2.45,1.66,2.33,1.59
2020/2021,Italy,A,27/09/2020,17:00,Crotone,Milan,0,2,Away,0,1,A,5,11,1,7,14,15,2,5,1,3,0,0,6.5,4.7,1.58,5.94,4.39,1.53,1.76,2.3,1.68,2.18
2020/2021,Italy,A,27/09/2020,19:45,Roma,Juventus,2,2,Draw,2,1,H,7,6,6,3,19,9,5,7,2,3,0,1,3.86,3.75,2.1,3.61,3.57,2.03,1.85,2.2,1.74,2.08
2020/2021,Italy,A,28/09/2020,19:45,Bologna,Parma,4,1,Home,2,0,H,11,8,8,4,12,9,8,9,1,2,0,1,2.05,3.9,4,1.96,3.66,3.73,1.84,2.14,1.78,2.03
2020/2021,Italy,A,30/09/2020,17:00,Benevento,Inter,2,5,Away,1,4,A,11,18,7,12,10,15,5,1,1,0,0,0,9.1,5.55,1.4,8.28,5.19,1.36,1.58,2.65,1.52,2.5
2020/2021,Italy,A,30/09/2020,17:00,Udinese,Spezia,0,2,Away,0,1,A,10,4,5,3,13,17,2,2,0,5,0,1,1.71,4,6.2,1.63,3.84,5.68,2.07,1.96,1.98,1.83
2020/2021,Italy,A,30/09/2020,19:45,Lazio,Atalanta,1,4,Away,0,3,A,11,8,8,6,16,11,7,3,7,2,0,0,2.7,3.92,2.66,2.57,3.71,2.55,1.57,2.74,1.51,2.54
2020/2021,Italy,A,02/10/2020,19:45,Fiorentina,Sampdoria,1,2,Away,0,1,A,16,14,6,10,11,16,8,4,0,3,0,0,1.73,4.21,5.5,1.67,4.06,5.01,1.71,2.37,1.66,2.25
2020/2021,Italy,A,03/10/2020,14:00,Sassuolo,Crotone,4,1,Home,1,0,H,7,10,4,6,15,15,3,4,2,3,0,0,1.46,5.15,7.65,1.42,4.87,7.13,1.67,2.48,1.6,2.35
2020/2021,Italy,A,03/10/2020,19:45,Udinese,Roma,0,1,Away,0,0,D,9,8,5,3,15,10,4,1,1,0,0,0,5.5,4.2,1.74,5.1,3.98,1.66,1.77,2.3,1.69,2.17
2020/2021,Italy,A,04/10/2020,11:30,Atalanta,Cagliari,5,2,Home,4,1,H,19,7,14,3,11,9,3,9,0,0,0,0,1.29,6.7,12,1.26,6.24,10.06,1.4,3.26,1.36,3.1
2020/2021,Italy,A,04/10/2020,14:00,Benevento,Bologna,1,0,Home,0,0,D,6,13,3,7,13,15,4,10,2,1,0,0,3.24,3.78,2.27,3.12,3.63,2.2,1.74,2.35,1.67,2.21
2020/2021,Italy,A,04/10/2020,14:00,Lazio,Inter,1,1,Draw,0,1,A,11,10,5,4,14,13,7,8,3,4,1,1,3.3,3.96,2.28,3.1,3.75,2.17,1.62,2.63,1.55,2.46
2020/2021,Italy,A,04/10/2020,14:00,Parma,Verona,1,0,Home,1,0,H,7,8,5,5,11,19,7,6,1,1,0,0,3,3.25,2.73,2.89,3.13,2.6,2.16,1.83,2.09,1.75
2020/2021,Italy,A,04/10/2020,17:00,Milan,Spezia,3,0,Home,0,0,D,10,3,5,2,14,19,4,6,1,2,0,0,1.31,6.25,13,1.28,5.75,10.96,1.69,2.45,1.6,2.32
2020/2021,Italy,A,17/10/2020,14:00,Napoli,Atalanta,4,1,Home,4,0,H,18,11,14,3,12,23,6,2,1,3,0,0,2.59,3.96,2.75,2.49,3.78,2.62,1.47,2.9,1.43,2.77
2020/2021,Italy,A,17/10/2020,17:00,Inter,Milan,1,2,Away,1,2,A,12,8,6,4,18,11,3,5,3,4,0,0,2.42,3.72,3.13,2.31,3.53,3.01,1.79,2.25,1.71,2.14
2020/2021,Italy,A,17/10/2020,17:00,Sampdoria,Lazio,3,0,Home,2,0,H,11,8,8,1,12,10,3,3,2,2,0,0,3.55,3.66,2.23,3.3,3.55,2.16,1.75,2.26,1.69,2.16
2020/2021,Italy,A,17/10/2020,19:45,Crotone,Juventus,1,1,Draw,1,1,D,9,8,3,3,17,14,3,4,3,3,0,1,9.6,4.8,1.47,7.96,4.48,1.42,1.79,2.25,1.7,2.14
2020/2021,Italy,A,18/10/2020,11:30,Bologna,Sassuolo,3,4,Away,2,1,H,11,20,7,12,20,12,7,11,2,2,0,0,3,3.86,2.45,2.84,3.65,2.37,1.6,2.6,1.54,2.47
2020/2021,Italy,A,18/10/2020,14:00,Spezia,Fiorentina,2,2,Draw,1,2,A,6,7,2,6,15,18,5,5,2,2,0,0,5.85,4.34,1.67,5.42,4.06,1.62,1.79,2.21,1.72,2.12
2020/2021,Italy,A,18/10/2020,14:00,Torino,Cagliari,2,3,Away,1,2,A,10,9,6,7,14,16,2,4,2,3,1,0,2.25,3.55,3.5,2.19,3.44,3.33,1.93,2.01,1.86,1.94
2020/2021,Italy,A,18/10/2020,17:00,Udinese,Parma,3,2,Home,1,1,D,9,7,4,3,12,11,11,2,3,2,0,0,1.92,3.7,5,1.84,3.49,4.42,2.03,1.92,1.95,1.85
2020/2021,Italy,A,18/10/2020,19:45,Roma,Benevento,5,2,Home,2,1,H,16,8,10,4,17,7,6,4,3,2,0,0,1.38,5.75,10.09,1.33,5.4,8.86,1.56,2.63,1.52,2.51
2020/2021,Italy,A,19/10/2020,19:45,Verona,Genoa,0,0,Draw,0,0,D,18,5,12,2,14,15,14,2,1,4,0,0,2.05,3.4,3.75,2.05,3.4,3.75,,,,
2020/2021,Italy,A,23/10/2020,19:45,Sassuolo,Torino,3,3,Draw,0,1,A,13,14,9,12,10,12,6,8,2,2,0,0,1.78,4.46,4.8,1.71,4.28,4.42,1.48,2.86,1.45,2.7
2020/2021,Italy,A,24/10/2020,14:00,Atalanta,Sampdoria,1,3,Away,0,1,A,10,5,5,4,11,18,3,1,3,4,0,0,1.46,5.55,7.5,1.41,5.26,6.76,1.36,3.5,1.33,3.26
2020/2021,Italy,A,24/10/2020,17:00,Genoa,Inter,0,2,Away,0,0,D,1,10,0,6,11,17,1,9,1,1,0,0,8.5,5.3,1.44,7.6,4.93,1.39,1.55,2.66,1.52,2.5
2020/2021,Italy,A,24/10/2020,19:45,Lazio,Bologna,2,1,Home,0,0,D,6,16,4,6,14,15,8,9,3,3,0,0,1.75,4.4,5,1.7,4.15,4.58,1.58,2.64,1.52,2.49
2020/2021,Italy,A,25/10/2020,11:30,Cagliari,Crotone,4,2,Home,3,2,H,15,11,8,6,13,13,5,1,2,4,0,1,2.13,3.76,3.8,2.05,3.55,3.59,1.9,2.05,1.83,1.97
2020/2021,Italy,A,25/10/2020,14:00,Benevento,Napoli,1,2,Away,1,0,H,6,14,3,8,18,13,3,15,3,1,0,0,9.5,6,1.4,8.11,5.51,1.34,1.43,3.15,1.39,2.93
2020/2021,Italy,A,25/10/2020,14:00,Parma,Spezia,2,2,Draw,1,2,A,15,13,7,9,12,22,12,3,3,2,0,0,2.17,3.62,3.75,2.09,3.44,3.52,2.05,1.91,1.97,1.83
2020/2021,Italy,A,25/10/2020,17:00,Fiorentina,Udinese,3,2,Home,2,1,H,4,11,3,6,16,14,2,7,1,3,0,0,1.84,4,5,1.77,3.74,4.63,1.91,2.04,1.84,1.96
2020/2021,Italy,A,25/10/2020,19:45,Juventus,Verona,1,1,Draw,0,0,D,16,5,8,2,14,19,6,3,1,4,0,0,1.41,5.3,9.8,1.36,4.97,8.86,1.84,2.2,1.74,2.09
2020/2021,Italy,A,26/10/2020,19:45,Milan,Roma,3,3,Draw,1,1,D,13,11,11,9,15,15,7,7,3,2,0,0,2.19,3.88,3.5,2.12,3.63,3.29,1.7,2.41,1.63,2.26
2020/2021,Italy,A,31/10/2020,14:00,Crotone,Atalanta,1,2,Away,1,2,A,4,16,2,7,11,22,1,3,1,3,0,0,7.5,5.49,1.5,6.49,4.93,1.45,1.43,3.1,1.39,2.96
2020/2021,Italy,A,31/10/2020,17:00,Inter,Parma,2,2,Draw,0,0,D,18,4,9,3,13,7,15,2,1,1,0,0,1.39,5.75,10,1.35,5.32,8.59,1.52,2.75,1.48,2.61
2020/2021,Italy,A,31/10/2020,19:45,Bologna,Cagliari,3,2,Home,1,1,D,16,6,11,4,12,19,7,3,3,3,0,0,1.97,4.29,3.9,1.89,4.05,3.66,1.58,2.66,1.52,2.51
2020/2021,Italy,A,01/11/2020,11:30,Udinese,Milan,1,2,Away,0,1,A,7,8,3,4,14,12,2,4,2,2,0,0,4.85,4.08,1.8,4.56,3.92,1.74,1.71,2.33,1.66,2.23
2020/2021,Italy,A,01/11/2020,14:00,Spezia,Juventus,1,4,Away,1,1,D,11,8,3,5,14,7,4,3,3,1,0,0,9.5,5.5,1.39,8.55,5.11,1.36,1.65,2.45,1.6,2.33
2020/2021,Italy,A,01/11/2020,14:00,Torino,Lazio,3,4,Away,2,1,H,8,9,6,5,11,12,7,1,2,4,0,0,2.64,3.78,2.77,2.52,3.6,2.66,1.69,2.39,1.63,2.27
2020/2021,Italy,A,01/11/2020,17:00,Napoli,Sassuolo,0,2,Away,0,0,D,18,8,7,5,7,9,12,3,2,2,0,0,1.59,4.97,5.85,1.54,4.66,5.47,1.4,3.25,1.37,3.02
2020/2021,Italy,A,01/11/2020,17:00,Roma,Fiorentina,2,0,Home,1,0,H,11,3,7,1,17,16,7,4,3,2,0,1,1.91,4.2,4.33,1.83,3.95,4.04,1.59,2.68,1.53,2.5
2020/2021,Italy,A,01/11/2020,19:45,Sampdoria,Genoa,1,1,Draw,1,1,D,9,7,3,4,19,11,7,4,5,1,0,0,2.02,3.8,4.2,1.93,3.65,3.92,1.85,2.15,1.78,2.04
2020/2021,Italy,A,02/11/2020,19:45,Verona,Benevento,3,1,Home,1,0,H,10,10,7,5,18,14,4,5,5,4,0,1,2.1,3.62,4.02,2.04,3.48,3.69,1.84,2.14,1.77,2.05
2020/2021,Italy,A,04/11/2020,16:00,Genoa,Torino,1,2,Away,0,2,A,9,6,4,1,10,18,5,2,2,4,0,0,2.49,3.67,2.99,2.4,3.51,2.89,1.85,2.11,1.79,2.03
2020/2021,Italy,A,06/11/2020,19:45,Sassuolo,Udinese,0,0,Draw,0,0,D,3,0,1,0,17,13,3,6,2,2,0,0,2.26,3.92,3.48,2.18,3.71,3.17,1.64,2.54,1.57,2.41
2020/2021,Italy,A,07/11/2020,14:00,Cagliari,Sampdoria,2,0,Home,0,0,D,13,5,7,1,12,16,2,6,0,2,0,1,2.89,3.76,2.58,2.78,3.56,2.46,1.69,2.39,1.62,2.29
2020/2021,Italy,A,07/11/2020,17:00,Benevento,Spezia,0,3,Away,0,1,A,4,13,3,7,13,18,2,4,3,3,0,0,2.1,3.89,3.85,1.98,3.72,3.64,1.62,2.49,1.57,2.39
2020/2021,Italy,A,07/11/2020,19:45,Parma,Fiorentina,0,0,Draw,0,0,D,5,6,0,4,17,17,2,3,1,2,0,0,3.52,3.83,2.22,3.37,3.61,2.11,1.73,2.32,1.66,2.21
2020/2021,Italy,A,08/11/2020,11:30,Lazio,Juventus,1,1,Draw,0,1,A,7,9,3,6,12,12,4,2,2,2,0,0,3.82,3.94,2.06,3.55,3.76,2,1.73,2.36,1.64,2.25
2020/2021,Italy,A,08/11/2020,14:00,Atalanta,Inter,1,1,Draw,0,0,D,9,10,4,3,15,13,2,5,1,3,0,0,2.81,4,2.53,2.71,3.79,2.41,1.44,3.2,1.38,2.99
2020/2021,Italy,A,08/11/2020,14:00,Genoa,Roma,1,3,Away,0,1,A,7,18,5,11,10,11,1,8,1,0,0,0,6,4.68,1.63,5.6,4.4,1.56,1.61,2.55,1.56,2.41
2020/2021,Italy,A,08/11/2020,14:00,Torino,Crotone,0,0,Draw,0,0,D,5,7,1,2,15,16,6,3,3,4,0,1,2.12,3.82,3.82,2.01,3.64,3.61,1.78,2.25,1.72,2.13
2020/2021,Italy,A,08/11/2020,17:00,Bologna,Napoli,0,1,Away,0,1,A,6,8,4,4,12,11,4,7,3,0,0,0,5,4.38,1.73,4.69,4.18,1.67,1.55,2.66,1.51,2.53
2020/2021,Italy,A,08/11/2020,19:45,Milan,Verona,2,2,Draw,1,2,A,21,5,9,3,16,20,14,1,1,3,0,0,1.5,4.95,7.03,1.46,4.68,6.55,1.63,2.5,1.58,2.38
2020/2021,Italy,A,21/11/2020,14:00,Crotone,Lazio,0,2,Away,0,1,A,12,13,6,9,11,11,2,6,3,4,0,0,5,4.33,1.76,4.68,4.05,1.7,1.7,2.43,1.61,2.31
2020/2021,Italy,A,21/11/2020,17:00,Spezia,Atalanta,0,0,Draw,0,0,D,6,9,3,5,19,18,1,2,3,3,0,0,7,5.35,1.49,6.38,5.06,1.44,1.4,3.26,1.37,3.05
2020/2021,Italy,A,21/11/2020,19:45,Juventus,Cagliari,2,0,Home,2,0,H,13,2,8,0,11,7,9,1,3,2,0,0,1.34,6.55,12.5,1.28,5.94,10.05,1.46,2.95,1.42,2.81
2020/2021,Italy,A,22/11/2020,11:30,Fiorentina,Benevento,0,1,Away,0,0,D,5,10,3,4,14,16,4,4,2,3,0,0,1.58,4.8,6,1.54,4.59,5.49,1.51,2.76,1.49,2.59
2020/2021,Italy,A,22/11/2020,14:00,Inter,Torino,4,2,Home,0,1,A,9,11,7,6,20,14,1,1,3,2,0,0,1.4,6,8.7,1.34,5.53,8.04,1.42,3.15,1.4,2.9
2020/2021,Italy,A,22/11/2020,14:00,Roma,Parma,3,0,Home,3,0,H,12,1,7,1,5,4,4,1,0,0,0,0,1.56,5.05,6.65,1.49,4.81,5.89,1.46,2.95,1.42,2.79
2020/2021,Italy,A,22/11/2020,14:00,Sampdoria,Bologna,1,2,Away,1,1,D,8,7,4,5,10,9,9,10,2,2,0,0,2.6,3.76,2.93,2.49,3.53,2.74,1.73,2.36,1.66,2.22
2020/2021,Italy,A,22/11/2020,14:00,Verona,Sassuolo,0,2,Away,0,1,A,13,10,7,5,13,20,6,1,1,3,0,0,3.34,4.03,2.2,3.19,3.77,2.13,1.54,2.69,1.51,2.52
2020/2021,Italy,A,22/11/2020,17:00,Udinese,Genoa,1,0,Home,1,0,H,7,5,4,1,17,15,4,8,2,3,0,1,1.93,3.9,4.55,1.83,3.71,4.28,1.98,1.99,1.89,1.91
2020/2021,Italy,A,22/11/2020,19:45,Napoli,Milan,1,3,Away,0,1,A,16,11,9,7,8,16,8,5,3,4,1,0,2.42,3.82,3.21,2.31,3.54,3.02,1.75,2.32,1.68,2.19
2020/2021,Italy,A,28/11/2020,14:00,Sassuolo,Inter,0,3,Away,0,2,A,7,9,3,4,13,16,6,2,3,1,0,0,4.84,4.38,1.77,4.43,4.15,1.72,1.47,2.9,1.44,2.75
2020/2021,Italy,A,28/11/2020,17:00,Benevento,Juventus,1,1,Draw,1,1,D,8,11,5,5,13,13,5,8,6,1,0,1,8.5,5.55,1.45,7.48,4.88,1.41,1.58,2.73,1.54,2.45
2020/2021,Italy,A,28/11/2020,19:45,Atalanta,Verona,0,2,Away,0,0,D,15,7,6,3,12,15,4,1,2,3,0,0,1.4,5.83,8.5,1.36,5.36,7.75,1.45,3,1.41,2.85
2020/2021,Italy,A,29/11/2020,11:30,Lazio,Udinese,1,3,Away,0,2,A,8,6,6,4,16,10,4,4,3,4,0,0,1.82,4.1,5.02,1.73,3.93,4.65,1.78,2.22,1.71,2.14
