Championship Year,Country,Serie,Date,Time,Home Team,Away Team,Full Time Home Team Goals,Full Time Away Team Goals,Full Time Result,Half Time Home Team Goals,Half Time Away Team Goals,Half Time Result,Home Team Shots,Away Team Shots,Home Team Shots on Target,Away Team Shots on Target,Home Team Fouls Committed,Away Team Fouls Committed,Home Team Corners,Away Team Corners,Home Team Yellow Cards,Away Team Yellow Cards,Home Team Red Cards,Away Team Red Cards,Market maximum home win odds,Market maximum draw win odds,Market maximum away win odds,Market average home win odds,Market average draw win odds,Market average away win odds,Market maximum over 2.5 goals,Market maximum under 2.5 goals,Market average over 2.5 goals,Market average under 2.5 goals
2020/2021,Italy,A,29/11/2020,14:00,Bologna,Crotone,1,0,Home,1,0,H,11,5,7,1,15,18,10,3,2,4,0,0,1.69,4.4,5.3,1.66,4.18,4.91,1.66,2.43,1.61,2.32
2020/2021,Italy,A,29/11/2020,14:00,Milan,Fiorentina,2,0,Home,2,0,H,11,5,5,3,15,15,3,6,2,4,0,0,1.78,4.1,5.05,1.72,3.92,4.74,1.73,2.29,1.67,2.2
2020/2021,Italy,A,29/11/2020,17:00,Cagliari,Spezia,2,2,Draw,0,1,A,9,12,4,5,16,18,4,5,0,4,0,0,2.2,3.63,3.76,2.14,3.4,3.45,1.79,2.21,1.73,2.11
2020/2021,Italy,A,29/11/2020,19:45,Napoli,Roma,4,0,Home,1,0,H,13,4,9,1,3,10,11,4,1,2,0,0,2.28,4.03,3.4,2.17,3.69,3.16,1.66,2.57,1.55,2.43
2020/2021,Italy,A,30/11/2020,17:30,Torino,Sampdoria,2,2,Draw,1,0,H,11,7,8,2,17,17,6,2,1,2,0,0,2.66,3.7,2.87,2.53,3.46,2.73,1.77,2.24,1.7,2.13
2020/2021,Italy,A,30/11/2020,19:45,Genoa,Parma,1,2,Away,0,1,A,12,7,5,3,12,16,2,2,2,2,0,0,2.85,3.54,2.87,2.67,3.28,2.7,1.99,1.98,1.91,1.89
2020/2021,Italy,A,05/12/2020,14:00,Spezia,Lazio,1,2,Away,0,2,A,11,3,6,2,15,12,7,0,3,1,0,0,5.5,4.06,1.76,5.08,3.87,1.69,1.72,2.33,1.65,2.23
2020/2021,Italy,A,05/12/2020,17:00,Juventus,Torino,2,1,Home,0,1,A,9,5,5,2,17,10,13,1,3,3,1,0,1.46,5.25,8.5,1.4,4.95,7.38,1.56,2.63,1.52,2.51
2020/2021,Italy,A,05/12/2020,19:45,Inter,Bologna,3,1,Home,2,0,H,11,9,9,7,12,13,7,3,1,2,0,0,1.53,5.04,7,1.47,4.78,6.25,1.46,2.95,1.42,2.8
2020/2021,Italy,A,06/12/2020,11:30,Verona,Cagliari,1,1,Draw,1,0,H,12,9,6,5,11,14,7,5,2,0,0,0,2.1,3.9,3.85,1.98,3.7,3.64,1.76,2.24,1.71,2.14
2020/2021,Italy,A,06/12/2020,14:00,Parma,Benevento,0,0,Draw,0,0,D,6,6,0,4,13,12,6,3,4,4,0,0,2.21,3.75,3.55,2.11,3.59,3.36,1.78,2.23,1.71,2.14
2020/2021,Italy,A,06/12/2020,14:00,Roma,Sassuolo,0,0,Draw,0,0,D,14,7,5,2,10,12,12,5,5,3,1,0,1.78,4.5,4.7,1.71,4.21,4.43,1.45,3,1.41,2.85
2020/2021,Italy,A,06/12/2020,17:00,Crotone,Napoli,0,4,Away,0,1,A,4,11,1,6,14,9,4,1,3,3,1,0,9.02,5.63,1.39,8.15,5.19,1.36,1.56,2.66,1.52,2.52
2020/2021,Italy,A,06/12/2020,19:45,Sampdoria,Milan,1,2,Away,0,1,A,6,9,3,6,11,16,9,6,2,1,0,0,4.73,4.18,1.81,4.46,3.9,1.76,1.73,2.29,1.67,2.2
2020/2021,Italy,A,07/12/2020,19:45,Fiorentina,Genoa,1,1,Draw,0,0,D,16,3,8,3,7,20,5,1,2,2,0,0,1.86,4,4.75,1.8,3.72,4.47,1.94,2.05,1.85,1.96
2020/2021,Italy,A,11/12/2020,19:45,Sassuolo,Benevento,1,0,Home,1,0,H,4,17,2,7,12,14,1,10,2,4,1,0,1.74,4.45,5,1.69,4.19,4.62,1.56,2.67,1.52,2.52
2020/2021,Italy,A,12/12/2020,14:00,Crotone,Spezia,4,1,Home,1,1,D,7,9,7,5,16,14,1,4,3,3,0,0,2.67,3.63,2.84,2.59,3.4,2.72,1.96,2.04,1.87,1.94
2020/2021,Italy,A,12/12/2020,17:00,Torino,Udinese,2,3,Away,0,1,A,6,5,5,3,9,17,2,2,3,3,0,0,2.97,3.4,2.67,2.86,3.27,2.54,2.01,1.94,1.93,1.87
2020/2021,Italy,A,12/12/2020,19:45,Lazio,Verona,1,2,Away,0,1,A,8,3,5,3,13,15,5,3,5,3,0,0,1.74,4.2,5.5,1.67,3.97,5.06,1.69,2.38,1.63,2.28
2020/2021,Italy,A,13/12/2020,11:30,Cagliari,Inter,1,3,Away,1,0,H,7,20,2,11,10,17,3,9,2,1,0,0,8.5,5.6,1.42,7.53,5.22,1.38,1.46,3,1.42,2.83
2020/2021,Italy,A,13/12/2020,14:00,Atalanta,Fiorentina,3,0,Home,1,0,H,14,3,10,2,17,13,11,2,1,2,0,0,1.74,4.42,4.94,1.68,4.18,4.65,1.62,2.6,1.54,2.47
2020/2021,Italy,A,13/12/2020,14:00,Bologna,Roma,1,5,Away,1,5,A,4,13,1,8,16,9,1,5,4,2,0,0,3.75,4.15,2.1,3.52,3.8,2,1.54,2.69,1.51,2.54
2020/2021,Italy,A,13/12/2020,14:00,Napoli,Sampdoria,2,1,Home,0,1,A,13,4,8,3,7,13,7,5,3,4,0,0,1.46,5.17,8,1.42,4.88,7.09,1.57,2.59,1.52,2.5
2020/2021,Italy,A,13/12/2020,17:00,Genoa,Juventus,1,3,Away,0,0,D,2,15,2,9,13,14,0,10,3,3,0,0,11,5.45,1.39,9.43,5.07,1.34,1.73,2.31,1.66,2.22
2020/2021,Italy,A,13/12/2020,19:45,Milan,Parma,2,2,Draw,0,1,A,16,5,10,3,12,14,13,1,3,3,0,0,1.36,6.1,11,1.31,5.62,9.38,1.56,2.77,1.5,2.57
2020/2021,Italy,A,15/12/2020,17:30,Udinese,Crotone,0,0,Draw,0,0,D,8,4,6,2,13,17,9,1,1,4,0,0,1.68,4.01,6.5,1.62,3.88,5.82,2.01,1.95,1.92,1.89
2020/2021,Italy,A,15/12/2020,19:45,Benevento,Lazio,1,1,Draw,1,1,D,7,8,6,3,15,15,4,8,2,2,1,0,4.91,3.89,1.84,4.58,3.71,1.79,1.77,2.24,1.71,2.14
2020/2021,Italy,A,16/12/2020,17:30,Juventus,Atalanta,1,1,Draw,1,0,H,11,11,7,6,13,18,2,6,3,2,0,0,2,3.92,4.2,1.9,3.76,3.88,1.8,2.33,1.69,2.16
2020/2021,Italy,A,16/12/2020,19:45,Fiorentina,Sassuolo,1,1,Draw,1,1,D,12,12,7,7,19,11,4,1,4,4,0,0,2.5,3.62,3,2.41,3.45,2.91,1.78,2.21,1.73,2.1
2020/2021,Italy,A,16/12/2020,19:45,Genoa,Milan,2,2,Draw,0,0,D,6,8,4,4,17,13,4,10,2,3,0,0,8,5.01,1.46,7.42,4.76,1.42,1.69,2.39,1.62,2.29
2020/2021,Italy,A,16/12/2020,19:45,Inter,Napoli,1,0,Home,0,0,D,3,9,2,5,16,9,4,3,5,3,0,1,2.25,3.75,3.44,2.17,3.56,3.26,1.74,2.33,1.68,2.19
2020/2021,Italy,A,16/12/2020,19:45,Parma,Cagliari,0,0,Draw,0,0,D,10,5,3,4,13,11,8,5,1,1,0,0,2.45,3.58,3.23,2.34,3.4,3.05,1.79,2.25,1.72,2.11
2020/2021,Italy,A,16/12/2020,19:45,Spezia,Bologna,2,2,Draw,1,0,H,7,9,5,6,19,11,3,4,6,1,0,0,3.4,3.84,2.29,3.19,3.55,2.2,1.66,2.43,1.6,2.33
2020/2021,Italy,A,16/12/2020,19:45,Verona,Sampdoria,1,2,Away,0,1,A,6,6,6,3,20,17,6,3,2,4,1,0,2.3,3.69,3.38,2.21,3.5,3.2,1.84,2.16,1.77,2.05
2020/2021,Italy,A,17/12/2020,19:45,Roma,Torino,3,1,Home,2,0,H,10,12,8,8,21,16,4,2,4,3,0,1,1.47,5.38,7.5,1.42,5.01,6.75,1.43,3.1,1.4,2.9
2020/2021,Italy,A,19/12/2020,14:00,Fiorentina,Verona,1,1,Draw,1,1,D,5,5,1,3,10,16,4,1,2,2,0,0,2.25,3.58,3.75,2.16,3.4,3.46,2.03,1.96,1.93,1.88
2020/2021,Italy,A,19/12/2020,17:00,Sampdoria,Crotone,3,1,Home,2,1,H,6,5,4,3,14,15,3,1,2,2,0,0,1.9,3.85,4.65,1.84,3.65,4.33,1.91,2.04,1.85,1.96
2020/2021,Italy,A,19/12/2020,19:45,Parma,Juventus,0,4,Away,0,2,A,9,12,5,7,8,10,4,9,0,1,0,0,10,5.5,1.41,8.31,5.06,1.37,1.66,2.43,1.6,2.34
2020/2021,Italy,A,20/12/2020,11:30,Torino,Bologna,1,1,Draw,0,0,D,13,14,5,9,16,17,4,8,1,3,0,0,2.74,3.68,2.71,2.62,3.5,2.62,1.73,2.29,1.68,2.19
2020/2021,Italy,A,20/12/2020,14:00,Benevento,Genoa,2,0,Home,0,0,D,10,6,3,2,9,22,6,5,1,3,0,0,2.4,3.6,3.29,2.3,3.37,3.15,1.98,1.97,1.91,1.9
2020/2021,Italy,A,20/12/2020,14:00,Cagliari,Udinese,1,1,Draw,1,0,H,7,11,3,5,13,13,5,7,2,1,0,0,3.22,3.58,2.44,3.06,3.38,2.34,1.97,2.03,1.87,1.93
2020/2021,Italy,A,20/12/2020,14:00,Inter,Spezia,2,1,Home,0,0,D,10,7,4,1,10,9,3,2,1,2,0,0,1.26,7,13,1.24,6.53,11.62,1.44,3.09,1.41,2.88
2020/2021,Italy,A,20/12/2020,14:00,Sassuolo,Milan,1,2,Away,0,2,A,16,11,5,5,11,12,6,4,1,3,0,0,3.85,4.15,2.02,3.62,3.9,1.94,1.64,2.48,1.58,2.36
2020/2021,Italy,A,20/12/2020,17:00,Atalanta,Roma,4,1,Home,0,1,A,9,5,8,4,15,14,2,2,2,3,0,0,2.3,4.11,3.21,2.23,3.74,3,1.5,2.75,1.47,2.65
2020/2021,Italy,A,20/12/2020,19:45,Lazio,Napoli,2,0,Home,1,0,H,9,7,2,6,12,8,4,9,4,3,0,0,2.99,3.6,2.58,2.86,3.39,2.48,2,1.99,1.9,1.91
2020/2021,Italy,A,22/12/2020,17:30,Crotone,Parma,2,1,Home,2,0,H,10,14,6,7,16,22,3,6,4,6,0,0,2.92,3.44,2.77,2.73,3.3,2.65,2.08,1.88,1.99,1.82
2020/2021,Italy,A,22/12/2020,19:45,Juventus,Fiorentina,0,3,Away,0,1,A,10,9,3,6,9,18,5,5,1,4,1,0,1.38,5.55,10.5,1.34,5.32,9.11,1.68,2.38,1.63,2.29
2020/2021,Italy,A,23/12/2020,17:30,Verona,Inter,1,2,Away,0,0,D,5,9,2,5,15,19,2,8,4,2,0,0,6.25,4.28,1.65,5.77,4.04,1.6,1.77,2.25,1.7,2.16
2020/2021,Italy,A,23/12/2020,19:45,Bologna,Atalanta,2,2,Draw,0,2,A,8,9,5,6,11,14,1,5,2,2,0,0,5.75,4.75,1.65,5.04,4.44,1.6,1.55,2.61,1.51,2.52
2020/2021,Italy,A,23/12/2020,19:45,Milan,Lazio,3,2,Home,2,1,H,9,13,5,9,9,14,4,6,2,4,0,0,2.35,3.81,3.26,2.25,3.59,3.09,1.79,2.29,1.7,2.15
2020/2021,Italy,A,23/12/2020,19:45,Napoli,Torino,1,1,Draw,0,0,D,12,4,6,3,19,16,4,3,3,3,0,0,1.39,5.75,9,1.35,5.31,8.25,1.53,2.7,1.49,2.6
2020/2021,Italy,A,23/12/2020,19:45,Roma,Cagliari,3,2,Home,1,0,H,13,6,9,3,18,17,6,0,3,2,0,0,1.36,6.12,10.6,1.31,5.58,9.36,1.41,3.2,1.39,2.97
2020/2021,Italy,A,23/12/2020,19:45,Sampdoria,Sassuolo,2,3,Away,0,1,A,14,10,6,8,10,12,14,6,2,4,1,0,2.75,3.76,2.67,2.65,3.52,2.58,1.79,2.29,1.7,2.15
2020/2021,Italy,A,23/12/2020,19:45,Spezia,Genoa,1,2,Away,1,1,D,7,7,5,6,18,19,4,2,3,4,0,0,2.34,3.52,3.45,2.22,3.4,3.28,1.94,2.11,1.84,1.97
2020/2021,Italy,A,23/12/2020,19:45,Udinese,Benevento,0,2,Away,0,1,A,7,3,2,2,17,9,7,1,1,2,0,0,1.97,3.53,4.89,1.89,3.35,4.54,2.22,1.82,2.08,1.75
2020/2021,Italy,A,03/01/2021,11:30,Inter,Crotone,6,2,Home,2,2,D,13,7,8,4,9,7,3,3,0,3,0,0,1.25,7.5,16,1.22,6.85,12.5,1.45,2.97,1.42,2.81
2020/2021,Italy,A,03/01/2021,14:00,Atalanta,Sassuolo,5,1,Home,2,0,H,20,7,8,4,13,9,8,3,3,1,0,0,1.62,4.95,6,1.55,4.57,5.39,1.49,2.88,1.44,2.73
2020/2021,Italy,A,03/01/2021,14:00,Cagliari,Napoli,1,4,Away,0,1,A,6,22,1,12,11,6,3,8,4,1,1,0,7.55,4.84,1.53,6.72,4.4,1.49,1.64,2.48,1.58,2.38
2020/2021,Italy,A,03/01/2021,14:00,Fiorentina,Bologna,0,0,Draw,0,0,D,10,5,1,4,8,11,8,5,4,3,0,0,2.22,3.76,3.6,2.13,3.55,3.36,1.76,2.24,1.7,2.15
2020/2021,Italy,A,03/01/2021,14:00,Genoa,Lazio,1,1,Draw,0,1,A,5,10,3,4,10,19,4,9,2,4,0,0,5.5,4.12,1.74,5.11,3.93,1.67,1.77,2.22,1.7,2.15
2020/2021,Italy,A,03/01/2021,14:00,Parma,Torino,0,3,Away,0,1,A,15,14,6,8,20,16,9,3,2,2,0,0,3,3.3,2.72,2.85,3.19,2.6,1.87,2.14,1.78,2.03
2020/2021,Italy,A,03/01/2021,14:00,Roma,Sampdoria,1,0,Home,0,0,D,12,2,8,2,17,14,8,2,3,5,0,0,1.53,5.12,6.68,1.48,4.75,6.19,1.46,3,1.42,2.83
2020/2021,Italy,A,03/01/2021,14:00,Spezia,Verona,0,1,Away,0,0,D,6,9,1,4,22,10,3,5,6,0,1,0,3.18,3.53,2.51,3,3.38,2.39,1.99,1.95,1.91,1.89
2020/2021,Italy,A,03/01/2021,17:00,Benevento,Milan,0,2,Away,0,1,A,14,8,7,5,9,14,12,4,1,3,0,1,5.75,4.4,1.69,5.31,4.15,1.61,1.68,2.39,1.61,2.31
2020/2021,Italy,A,03/01/2021,19:45,Juventus,Udinese,4,1,Home,1,0,H,13,8,10,7,14,8,7,1,3,0,0,0,1.49,4.76,9,1.44,4.54,7.41,1.79,2.19,1.72,2.1
2020/2021,Italy,A,06/01/2021,11:30,Cagliari,Benevento,1,2,Away,1,2,A,10,9,5,3,18,12,7,6,4,3,1,0,2.6,3.46,3.18,2.45,3.35,2.94,1.8,2.2,1.72,2.12
2020/2021,Italy,A,06/01/2021,14:00,Atalanta,Parma,3,0,Home,1,0,H,17,3,6,1,10,6,12,3,1,1,0,0,1.29,6.78,13,1.25,6.34,11.08,1.43,3.06,1.4,2.9
2020/2021,Italy,A,06/01/2021,14:00,Bologna,Udinese,2,2,Draw,2,1,H,10,12,7,9,16,13,4,6,4,3,1,0,2.85,3.4,2.84,2.72,3.24,2.69,1.96,2.07,1.87,1.94
2020/2021,Italy,A,06/01/2021,14:00,Crotone,Roma,1,3,Away,0,3,A,12,10,5,5,15,16,3,4,2,3,0,0,8.5,5.4,1.46,7.1,4.99,1.41,1.53,2.65,1.5,2.56
2020/2021,Italy,A,06/01/2021,14:00,Lazio,Fiorentina,2,1,Home,1,0,H,11,9,6,8,11,11,2,9,3,1,0,0,1.91,3.92,4.5,1.83,3.74,4.26,1.93,2.06,1.83,1.98
2020/2021,Italy,A,06/01/2021,14:00,Sampdoria,Inter,2,1,Home,2,0,H,8,23,6,11,13,18,4,10,3,4,0,0,6.5,4.37,1.63,5.88,4.22,1.56,1.71,2.35,1.66,2.23
2020/2021,Italy,A,06/01/2021,14:00,Sassuolo,Genoa,2,1,Home,0,0,D,13,7,6,3,14,10,8,2,3,3,0,0,1.9,3.9,4.89,1.8,3.71,4.53,1.85,2.1,1.8,2.01
2020/2021,Italy,A,06/01/2021,14:00,Torino,Verona,1,1,Draw,0,0,D,15,8,5,2,12,18,9,3,1,3,0,0,2.74,3.48,2.9,2.6,3.31,2.78,2.06,1.89,2,1.82
2020/2021,Italy,A,06/01/2021,17:00,Napoli,Spezia,1,2,Away,0,0,D,27,8,11,4,9,16,10,2,2,5,0,1,1.23,7.5,18,1.2,7.02,14.13,1.5,2.85,1.46,2.69
2020/2021,Italy,A,06/01/2021,19:45,Milan,Juventus,1,3,Away,1,1,D,18,13,7,10,17,12,7,4,1,2,0,0,3.4,3.5,2.42,3.14,3.35,2.32,1.84,2.22,1.74,2.1
2020/2021,Italy,A,09/01/2021,14:00,Benevento,Atalanta,1,4,Away,0,1,A,4,26,2,15,13,21,1,11,3,2,0,0,7.5,4.96,1.54,6.68,4.68,1.46,1.54,2.75,1.48,2.62
2020/2021,Italy,A,09/01/2021,17:00,Genoa,Bologna,2,0,Home,1,0,H,9,12,7,4,11,9,1,4,2,0,0,0,3.22,3.43,2.55,3.06,3.3,2.4,1.99,1.99,1.9,1.91
2020/2021,Italy,A,09/01/2021,19:45,Milan,Torino,2,0,Home,2,0,H,8,8,4,4,22,15,7,5,6,2,0,0,1.7,4.1,5.93,1.65,3.89,5.42,1.77,2.31,1.7,2.16
2020/2021,Italy,A,10/01/2021,11:30,Roma,Inter,2,2,Draw,1,0,H,14,16,8,6,18,11,3,7,3,3,0,0,3.12,3.86,2.51,2.94,3.53,2.37,1.65,2.55,1.57,2.41
2020/2021,Italy,A,10/01/2021,14:00,Parma,Lazio,0,2,Away,0,0,D,9,21,3,5,11,6,5,6,4,1,0,0,6,4.5,1.67,5.63,4.21,1.58,1.86,2.12,1.79,2.02
2020/2021,Italy,A,10/01/2021,14:00,Udinese,Napoli,1,2,Away,1,1,D,17,15,8,6,19,6,2,7,3,1,0,0,4.66,3.8,1.93,4.34,3.59,1.86,1.95,2.01,1.87,1.93
2020/2021,Italy,A,10/01/2021,14:00,Verona,Crotone,2,1,Home,2,0,H,11,7,7,3,16,16,6,4,3,3,0,0,1.88,3.85,4.98,1.8,3.69,4.56,1.92,2.02,1.86,1.96
2020/2021,Italy,A,10/01/2021,17:00,Fiorentina,Cagliari,1,0,Home,0,0,D,12,9,5,3,15,14,9,5,1,3,0,0,1.83,4.02,4.84,1.77,3.84,4.48,1.79,2.21,1.73,2.11
2020/2021,Italy,A,10/01/2021,19:45,Juventus,Sassuolo,3,1,Home,0,0,D,20,10,10,2,11,4,6,3,4,1,0,1,1.34,6.27,11.09,1.3,5.67,9.7,1.5,2.85,1.45,2.72
2020/2021,Italy,A,11/01/2021,19:45,Spezia,Sampdoria,2,1,Home,1,1,D,8,6,4,4,17,15,4,2,4,3,0,0,3.36,3.41,2.4,3.19,3.3,2.32,1.88,2.07,1.81,2
2020/2021,Italy,A,15/01/2021,19:45,Lazio,Roma,3,0,Home,2,0,H,9,5,9,2,12,19,1,7,5,4,0,0,3,3.68,2.61,2.84,3.49,2.47,1.73,2.38,1.64,2.27
2020/2021,Italy,A,16/01/2021,14:00,Bologna,Verona,1,0,Home,1,0,H,18,8,6,1,15,10,7,3,2,1,0,0,2.5,3.35,3.34,2.41,3.22,3.12,2,1.99,1.89,1.91
2020/2021,Italy,A,16/01/2021,17:00,Torino,Spezia,0,0,Draw,0,0,D,8,6,2,3,12,14,6,2,3,3,0,1,2.12,3.58,4.24,2.01,3.39,3.92,1.93,2.03,1.87,1.94
2020/2021,Italy,A,16/01/2021,19:45,Sampdoria,Udinese,2,1,Home,0,0,D,15,14,8,7,8,11,11,5,1,1,0,0,3.08,3.33,2.63,2.92,3.25,2.52,2.11,1.88,2.02,1.8
2020/2021,Italy,A,17/01/2021,11:30,Napoli,Fiorentina,6,0,Home,4,0,H,10,10,7,3,11,15,1,4,1,0,0,0,1.58,4.6,6.5,1.54,4.33,5.95,1.78,2.25,1.71,2.15
2020/2021,Italy,A,17/01/2021,14:00,Crotone,Benevento,4,1,Home,2,0,H,6,14,3,6,14,14,4,13,1,3,0,1,3.05,3.54,2.57,2.84,3.43,2.47,1.88,2.07,1.8,2
2020/2021,Italy,A,17/01/2021,14:00,Sassuolo,Parma,1,1,Draw,0,1,A,15,11,6,2,18,11,5,2,3,2,0,0,1.72,4.38,5.27,1.67,4.18,4.75,1.63,2.5,1.58,2.39
2020/2021,Italy,A,17/01/2021,17:00,Atalanta,Genoa,0,0,Draw,0,0,D,15,6,4,3,15,13,9,1,1,2,0,0,1.26,7,13.75,1.24,6.5,11.62,1.44,3.13,1.39,2.92
2020/2021,Italy,A,17/01/2021,19:45,Inter,Juventus,2,0,Home,1,0,H,16,8,6,4,8,14,3,4,2,2,0,0,2.52,3.78,2.96,2.43,3.5,2.85,1.73,2.41,1.63,2.27
2020/2021,Italy,A,18/01/2021,19:45,Cagliari,Milan,0,2,Away,0,1,A,17,9,2,8,9,13,7,4,2,3,0,1,6.5,4.91,1.58,5.82,4.49,1.53,1.57,2.6,1.53,2.48
2020/2021,Italy,A,20/01/2021,14:00,Udinese,Atalanta,1,1,Draw,1,1,D,6,18,1,8,20,26,2,7,3,2,0,0,4.75,4.01,1.85,4.42,3.84,1.78,1.78,2.29,1.71,2.14
2020/2021,Italy,A,22/01/2021,19:45,Benevento,Torino,2,2,Draw,1,0,H,10,14,3,6,18,22,6,4,1,3,0,0,2.96,3.36,2.72,2.85,3.23,2.59,2.05,1.92,1.96,1.85
2020/2021,Italy,A,23/01/2021,14:00,Roma,Spezia,4,3,Home,1,1,D,13,5,8,3,12,13,3,1,3,1,0,0,1.5,5.25,7.5,1.45,4.83,6.72,1.54,2.8,1.49,2.6
2020/2021,Italy,A,23/01/2021,17:00,Milan,Atalanta,0,3,Away,0,1,A,10,19,3,10,11,14,5,7,2,1,0,0,2.78,4.1,2.6,2.67,3.72,2.46,1.65,2.52,1.58,2.38
2020/2021,Italy,A,23/01/2021,17:00,Udinese,Inter,0,0,Draw,0,0,D,6,10,1,4,11,16,3,4,3,2,0,0,6.22,4.2,1.65,5.77,4,1.6,1.86,2.09,1.79,2.02
2020/2021,Italy,A,23/01/2021,19:45,Fiorentina,Crotone,2,1,Home,2,0,H,12,7,6,3,11,17,5,3,2,2,0,0,1.71,4.12,5.82,1.66,3.9,5.31,1.93,2.01,1.86,1.94
2020/2021,Italy,A,24/01/2021,11:30,Juventus,Bologna,2,0,Home,1,0,H,22,12,12,3,11,17,7,6,3,2,0,0,1.46,5.3,8.4,1.41,4.9,7.47,1.64,2.55,1.57,2.4
2020/2021,Italy,A,24/01/2021,14:00,Genoa,Cagliari,1,0,Home,1,0,H,8,13,6,7,11,6,4,7,1,2,0,0,2.36,3.68,3.25,2.25,3.49,3.12,1.95,2.01,1.87,1.93
2020/2021,Italy,A,24/01/2021,14:00,Verona,Napoli,3,1,Home,1,1,D,15,12,7,4,13,8,3,3,2,3,0,0,5.3,4,1.76,4.95,3.84,1.71,1.91,2.07,1.82,1.98
2020/2021,Italy,A,24/01/2021,17:00,Lazio,Sassuolo,2,1,Home,1,1,D,18,5,8,1,16,15,9,6,2,3,0,0,1.76,4.17,5.1,1.7,3.98,4.77,1.65,2.45,1.6,2.33
2020/2021,Italy,A,24/01/2021,19:45,Parma,Sampdoria,0,2,Away,0,2,A,11,11,7,4,14,14,5,5,1,1,0,0,3.13,3.43,2.49,3,3.31,2.42,2.06,1.97,1.94,1.86
2020/2021,Italy,A,29/01/2021,19:45,Torino,Fiorentina,1,1,Draw,0,0,D,15,9,6,3,20,15,7,2,2,2,0,2,2.8,3.35,2.86,2.72,3.2,2.74,2.26,1.77,2.16,1.7
2020/2021,Italy,A,30/01/2021,14:00,Bologna,Milan,1,2,Away,0,1,A,10,17,5,13,13,12,6,4,2,1,0,0,4.36,3.95,1.92,4.09,3.78,1.86,1.78,2.21,1.72,2.13
2020/2021,Italy,A,30/01/2021,17:00,Sampdoria,Juventus,0,2,Away,0,1,A,6,10,2,4,11,10,5,7,4,2,0,0,7.6,4.6,1.53,6.79,4.39,1.49,1.7,2.42,1.62,2.3
2020/2021,Italy,A,30/01/2021,19:45,Inter,Benevento,4,0,Home,1,0,H,13,0,8,0,9,14,7,3,0,2,0,0,1.29,6.75,13,1.25,6.34,11.1,1.47,2.88,1.44,2.75
2020/2021,Italy,A,31/01/2021,11:30,Spezia,Udinese,0,1,Away,0,0,D,9,6,5,4,18,19,2,2,6,4,1,1,4.07,3.34,2.17,3.85,3.19,2.1,2.05,1.9,1.99,1.83
2020/2021,Italy,A,31/01/2021,14:00,Atalanta,Lazio,1,3,Away,0,1,A,8,15,4,7,12,20,2,2,0,2,0,0,1.81,4.3,4.66,1.74,4.12,4.34,1.54,2.71,1.49,2.59
2020/2021,Italy,A,31/01/2021,14:00,Cagliari,Sassuolo,1,1,Draw,0,0,D,9,14,6,5,10,11,3,14,2,3,0,0,3.25,3.59,2.42,3.1,3.4,2.32,1.7,2.34,1.65,2.25
2020/2021,Italy,A,31/01/2021,14:00,Crotone,Genoa,0,3,Away,0,2,A,9,10,4,6,15,22,3,11,3,1,0,0,3.1,3.54,2.64,2.96,3.22,2.49,2.19,1.85,2.08,1.75
2020/2021,Italy,A,31/01/2021,17:00,Napoli,Parma,2,0,Home,1,0,H,10,4,6,1,15,16,7,6,2,4,0,0,1.35,6,11.12,1.31,5.49,9.62,1.58,2.57,1.54,2.46
2020/2021,Italy,A,31/01/2021,19:45,Roma,Verona,3,1,Home,3,0,H,15,6,6,2,15,11,4,5,2,1,0,0,1.71,4.19,5.5,1.66,3.96,5.18,1.69,2.38,1.63,2.28
2020/2021,Italy,A,05/02/2021,19:45,Fiorentina,Inter,0,2,Away,0,1,A,15,14,3,7,9,10,7,7,3,1,0,0,6.88,4.37,1.6,6.52,4.15,1.54,1.9,2.11,1.83,1.98
2020/2021,Italy,A,06/02/2021,14:00,Atalanta,Torino,3,3,Draw,3,2,H,9,19,4,11,24,17,4,3,3,2,0,0,1.49,5.13,8.08,1.43,4.87,6.97,1.57,2.63,1.53,2.48
2020/2021,Italy,A,06/02/2021,14:00,Sassuolo,Spezia,1,2,Away,1,1,D,8,13,4,7,20,15,5,5,2,3,0,0,1.92,4.05,4.58,1.84,3.77,4.22,1.65,2.45,1.59,2.35
2020/2021,Italy,A,06/02/2021,17:00,Juventus,Roma,2,0,Home,1,0,H,3,14,3,3,9,13,2,9,2,2,0,0,1.79,4.25,4.8,1.75,4.02,4.4,1.64,2.55,1.57,2.4
2020/2021,Italy,A,06/02/2021,19:45,Genoa,Napoli,2,1,Home,2,0,H,4,24,2,11,13,11,1,6,2,3,0,0,5.75,4.09,1.72,5.26,3.88,1.67,1.82,2.17,1.75,2.08
2020/2021,Italy,A,07/02/2021,11:30,Benevento,Sampdoria,1,1,Draw,0,0,D,9,10,3,5,17,14,2,10,4,2,0,0,3.11,3.38,2.6,2.96,3.22,2.49,1.87,2.08,1.81,2
2020/2021,Italy,A,07/02/2021,14:00,Milan,Crotone,4,0,Home,1,0,H,21,9,12,2,17,9,8,6,3,1,0,0,1.26,7,15,1.23,6.47,12.77,1.54,2.67,1.51,2.53
2020/2021,Italy,A,07/02/2021,14:00,Udinese,Verona,2,0,Home,0,0,D,14,5,8,1,9,15,10,8,2,4,0,0,2.5,3.1,3.44,2.4,3.03,3.3,2.33,1.74,2.21,1.66
